ICAO Code,IATA Code,Airport Name,City/Town,Country
KLSV,LSV,Nellis Afb,Las Vegas,USA
KLTS,LTS,Altus Afb,Altus,USA
KLUF,LUF,Luke Afb,Phoenix,USA
KLUK,LUK,Cincinnati Muni Lunken Fld,Cincinnati,USA
KMAF,MAF,Midland International,Midland,USA
KMCC,MCC,Mc Clellan Afld,Sacramento,USA
KMCF,MCF,Macdill Afb,Tampa,USA
KMCI,MCI,Kansas City International,Kansas City,USA
KMCN,MCN,Middle Georgia Rgnl,Macon,USA
KMCO,MCO,Orlando International,Orlando,USA
KMDT,MDT,Harrisburg International,Harrisburg,USA
KMDW,MDW,Chicago Midway International,Chicago,USA
KMEM,MEM,Memphis International,Memphis,USA
KMER,MER,Castle,Merced,USA
KMFE,MFE,Mc Allen Miller International,Mcallen,USA
KMGE,MGE,Dobbins Arb,Marietta,USA
KMHR,MHR,Sacramento Mather,Sacramento,USA
KMIA,MIA,Miami International,Miami,USA
KMIB,MIB,Minot Afb,Minot,USA
KMIV,MIV,Millville Muni,Millville,USA
KMKE,MKE,General Mitchell International,Milwaukee,USA
KMKL,MKL,Mc Kellar Sipes Rgnl,Jackson,USA
KMKO,MKO,Davis Fld,Muskogee,USA
KMLB,MLB,Melbourne International,Melbourne,USA
KMLC,MLC,Mc Alester Rgnl,Mcalester,USA
KMLT,MLT,Millinocket Muni,Millinocket,USA
KMLU,MLU,Monroe Rgnl,Monroe,USA
KMMV,MMV,Mc Minnville Muni,Mackminnville,USA
KMNM,MNM,Menominee Marinette Twin Co,Macon,USA
KMOB,MOB,Mobile Rgnl,Mobile,USA
KMOD,MOD,Modesto City Co Harry Sham,Modesto,USA
KMOT,MOT,Minot International,Minot,USA
KMPV,MPV,Edward F Knapp State,Montpelier,USA
KMQT,MQT,Sawyer International,Marquette,USA
KMSN,MSN,Dane Co Rgnl Truax Fld,Madison,USA
KMSP,MSP,Minneapolis St Paul International,Minneapolis,USA
KMSS,MSS,Massena International Richards Fld,Massena,USA
KMSY,MSY,Louis Armstrong New Orleans International,New Orleans,USA
KMTC,MTC,Selfridge Angb,Mount Clemens,USA
KMUI,MUI,Muir Aaf,Muir,USA
KMUO,MUO,Mountain Home Afb,Mountain Home,USA
KMWH,MWH,Grant Co International,Grant County Airport,USA
KMWL,MWL,Mineral Wells,Mineral Wells,USA
KMXF,MXF,Maxwell Afb,Montgomery,USA
KMYR,MYR,Myrtle Beach International,Myrtle Beach,USA
KNBC,NBC,Beaufort Mcas,Beaufort,USA
KNBG,NBG,New Orleans Nas Jrb,New Orleans,USA
KNCA,NCA,New River Mcas,Jacksonville,USA
KNEL,NEL,Lakehurst Naes,Lakehurst,USA
KNFL,NFL,Fallon Nas,Fallon,USA
KNGU,NGU,Norfolk Ns,Norfolk,USA
KNHK,NHK,Patuxent River Nas,Patuxent River,USA
KNID,NID,China Lake Naws,China,USA
KNIP,NIP,Jacksonville Nas,Jacksonville,USA
KNJK,NJK,El Centro Naf,El Centro,USA
KNKT,NKT,Cherry Point Mcas,Cherry Point,USA
KNKX,NKX,Miramar Mcas,Miramar,USA
KNLC,NLC,Lemoore Nas,Lemoore,USA
KNMM,NMM,Meridian Nas,Meridian,USA
KNOW,NOW,Port Angeles Cgas,Port Angeles,USA
KNPA,NPA,Pensacola Nas,Pensacola,USA
KNQA,NQA,Millington Muni,Millington,USA
KNQI,NQI,Kingsville Nas,Kingsville,USA
KNQX,NQX,Key West Nas,Key West,USA
KNSE,NSE,Whiting Fld Nas North,Milton,USA
KNTD,NTD,Point Mugu Nas,Point Mugu,USA
KNTK,NTK,Tustin Mcaf,Tustin,USA
KNTU,NTU,Oceana Nas,Oceana,USA
KNUQ,NUQ,Moffett Federal Afld,Mountain View,USA
KNUW,NUW,Whidbey Island Nas,Whidbey Island,USA
KNXP,NXP,Twentynine Palms Eaf,Twenty Nine Palms,USA
KNXX,NXX,Willow Grove Nas Jrb,Willow Grove,USA
KNYG,NYG,Quantico Mcaf,Quantico,USA
KNZC,NZC,Cecil Fld,Jacksonville,USA
KNZY,NZY,North Island Nas,San Diego,USA
KOAK,OAK,Metropolitan Oakland International,Oakland,USA
KOFF,OFF,Offutt Afb,Omaha,USA
KOGS,OGS,Ogdensburg International,Ogdensburg,USA
KOKC,OKC,Will Rogers World,Oklahoma City,USA
KOLS,OLS,Nogales International,Nogales,USA
KOMA,OMA,Eppley Afld,Omaha,USA
KONT,ONT,Ontario International,Ontario,USA
KOPF,OPF,Opa Locka,Miami,USA
KORD,ORD,Chicago Ohare International,Chicago,USA
KORF,ORF,Norfolk International,Norfolk,USA
KORL,ORL,Executive,Orlando,USA
KPAE,PAE,Snohomish Co,Everett,USA
KPAM,PAM,Tyndall Afb,Panama City,USA
KPBF,PBF,Grider Fld,Pine Bluff,USA
KPBG,PBG,Plattsburgh International,Plattsburgh,USA
KPBI,PBI,Palm Beach International,West Palm Beach,USA
KPDX,PDX,Portland International,Portland,USA
KPHF,PHF,Newport News Williamsburg International,Newport News,USA
KPHL,PHL,Philadelphia International,Philadelphia,USA
KPHN,PHN,St Clair Co International,Port Huron,USA
KPHX,PHX,Phoenix Sky Harbor International,Phoenix,USA
KPIE,PIE,St Petersburg Clearwater International,St. Petersburg,USA
KPIT,PIT,Pittsburgh International,Pittsburgh (Pennsylva),USA
KPMD,PMD,Palmdale Prod Flt Test Instl Af Plt 42,Palmdale,USA
KPNC,PNC,Ponca City Muni,Ponca City,USA
KPNE,PNE,Northeast Philadelphia,Philadelphia,USA
KPNM,PNM,Princeton Muni,Princeton,USA
KPNS,PNS,Pensacola Rgnl,Pensacola,USA
KPOB,POB,Pope Afb,Fayetteville,USA
KPOE,POE,Polk Aaf,Fort Polk,USA
KPQI,PQI,Northern Maine Rgnl At Presque Isle,Presque Isle,USA
KPRC,PRC,Ernest A Love Fld,Prescott,USA
KPSP,PSP,Palm Springs International,Palm Springs,USA
KPSX,PSX,Palacios Muni,Palacios,USA
KPUB,PUB,Pueblo Mem,Pueblo Memorial,USA
KPVD,PVD,Theodore Francis Green State,Providence,USA
KPWM,PWM,Portland International Jetport,Portland,USA
KRAL,RAL,Riverside Muni,Riverside,USA
KRBM,RBM,Robinson Aaf,Robinson,USA
KRCA,RCA,Ellsworth Afb,Rapid City,USA
KRDR,RDR,Grand Forks Afb,Red River,USA
KRDU,RDU,Raleigh Durham International,Raleigh-Durham,USA
KRIC,RIC,Richmond International,Richmond,USA
KRIU,RIU,Rancho Murieta,Rancho Murieta,USA
KRIV,RIV,March Arb,Riverside,USA
KRME,RME,Griffiss Airpark,Rome,USA
KRND,RND,Randolph Afb,San Antonio,USA
KRNO,RNO,Reno Tahoe International,Reno,USA
KROC,ROC,Greater Rochester International,Rochester,USA
KROW,ROW,Roswell Industrial Air Center,Roswell,USA
KRSW,RSW,Southwest Florida International,Fort Myers,USA
KSAC,SAC,Sacramento Executive,Sacramento,USA
KSAF,SAF,Santa Fe Muni,Santa Fe,USA
KSAN,SAN,San Diego International Lindbergh Fld,San Diego,USA
KSAT,SAT,San Antonio International,San Antonio,USA
KSAV,SAV,Savannah Hilton Head International,Savannah,USA
KSBO,SBO,Emanuel Co,Santa Barbara,USA
KSBY,SBY,Salisbury Ocean City Wicomico Rgnl,Salisbury,USA
KSCK,SCK,Stockton Metropolitan,Stockton,USA
KSEA,SEA,Seattle Tacoma International,Seattle,USA
KSEM,SEM,Craig Fld,Selma,USA
KSFF,SFF,Felts Fld,Spokane,USA
KSFO,SFO,San Francisco International,San Francisco,USA
KSFZ,SFZ,North Central State,Smithfield,USA
KSHV,SHV,Shreveport Rgnl,Shreveport,USA
KSJC,SJC,Norman Y Mineta San Jose International,San Jose,USA
KSJT,SJT,San Angelo Rgnl Mathis Fld,San Angelo,USA
KSKA,SKA,Fairchild Afb,Spokane,USA
KSKF,SKF,Lackland Afb Kelly Fld Annex,San Antonio,USA
KSKY,SKY,Griffing Sandusky,Sandusky,USA
KSLC,SLC,Salt Lake City International,Salt Lake City,USA
KSMF,SMF,Sacramento International,Sacramento,USA
KSNA,SNA,John Wayne Arpt Orange Co,Santa Ana,USA
KSPB,SPB,Scappoose Industrial Airpark,San Luis,USA
KSPG,SPG,Albert Whitted,St. Petersburg,USA
KSPS,SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,USA
KSSC,SSC,Shaw Afb,Sumter,USA
KSTL,STL,Lambert St Louis International,St. Louis,USA
KSUU,SUU,Travis Afb,Fairfield,USA
KSUX,SUX,Sioux Gateway Col Bud Day Fld,Sioux City,USA
KSVN,SVN,Hunter Aaf,Hunter Aaf,USA
KSWF,SWF,Stewart International,Newburgh,USA
KSYR,SYR,Syracuse Hancock International,Syracuse,USA
KSZL,SZL,Whiteman Afb,Knobnoster,USA
KTBN,TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,USA
KTCC,TCC,Tucumcari Muni,Tucumcari,USA
KTCM,TCM,Mc Chord Afb,Tacoma,USA
KTCS,TCS,Truth Or Consequences Muni,Truth Or Consequences,USA
KTEB,TEB,Teterboro,Teterboro,USA
KTIK,TIK,Tinker Afb,Oklahoma City,USA
KTLH,TLH,Tallahassee Rgnl,Tallahassee,USA
KTMB,TMB,Kendall Tamiami Executive,Kendall-Tamiami,USA
KTNT,TNT,Dade Collier Training And Transition,Miami,USA
KTPA,TPA,Tampa International,Tampa,USA
KTTN,TTN,Trenton Mercer,Trenton,USA
KTUL,TUL,Tulsa International,Tulsa,USA
KTUS,TUS,Tucson International,Tucson,USA
KTXK,TXK,Texarkana Rgnl Webb Fld,Texarkana,USA
KTYR,TYR,Tyler Pounds Rgnl,Tyler,USA
KTYS,TYS,Mc Ghee Tyson,Knoxville,USA
KUGN,UGN,Waukegan Rgnl,Chicago,USA
KVAD,VAD,Moody Afb,Valdosta,USA
KVBG,VBG,Vandenberg Afb,Lompoc,USA
KVCV,VCV,Southern California Logistics,Victorville,USA
KVPS,VPS,Eglin Afb,Valparaiso,USA
KVRB,VRB,Vero Beach Muni,Vero Beach,USA
KWAL,WAL,Wallops Flight Facility,Wallops Island,USA
KWRB,WRB,Robins Afb,Macon,USA
KWRI,WRI,Mc Guire Afb,Wrightstown,USA
KWSD,WSD,Condron Aaf,White Sands,USA
KWWD,WWD,Cape May Co,Wildwood,USA
KYIP,YIP,Willow Run,Detroit,USA
KYNG,YNG,Youngstown Warren Rgnl,Youngstown,USA
KYUM,YUM,Yuma Mcas Yuma International,Yuma,USA
KZUN,ZUN,Black Rock,Zuni Pueblo,USA
LATI,TIA,Tirana Rinas,Tirana,Albania
LBBG,BOJ,Burgas,Bourgas,Bulgaria
LBGO,GOZ,Gorna Oryahovitsa,Gorna Orechovica,Bulgaria
LBPD,PDV,Plovdiv,Plovdiv,Bulgaria
LBSF,SOF,Sofia,Sofia,Bulgaria
LBWN,VAR,Varna,Varna,Bulgaria
LCLK,LCA,Larnaca,Larnaca,Cyprus
LCPH,PFO,Paphos International,Paphos,Cyprus
LCRA,AKT,Akrotiri,Akrotiri,Cyprus
LDDU,DBV,Dubrovnik,Dubrovnik,Croatia
LDOS,OSI,Osijek,Osijek,Croatia
LDPL,PUY,Pula,Pula,Croatia
LDRI,RJK,Rijeka,Rijeka,Croatia
LDSP,SPU,Split,Split,Croatia
LDZA,ZAG,Zagreb,Zagreb,Croatia
LDZD,ZAD,Zadar,Zadar,Croatia
LEAL,ALC,Alicante,Alicante,Spain
LEAM,LEI,Almeria,Almeria,Spain
LEAS,OVD,Asturias,Aviles,Spain
LEBA,ODB,Cordoba,Cordoba,Spain
LEBB,BIO,Bilbao,Bilbao,Spain
LEBL,BCN,Barcelona,Barcelona,Spain
LEBZ,BJZ,Talavera La Real,Badajoz,Spain
LECO,LCG,A Coruna,La Coruna,Spain
LEGA,GRX,Armilla,Granada,Spain
LEGE,GRO,Girona,Gerona,Spain
LEGR,GRX,Granada,Granada,Spain
LEIB,IBZ,Ibiza,Ibiza,Spain
LEJR,XRY,Jerez,Jerez,Spain
LELC,MJV,Murcia San Javier,Murcia,Spain
LEMD,MAD,Barajas,Madrid,Spain
LEMG,AGP,Malaga,Malaga,Spain
LEMH,MAH,Menorca,Menorca,Spain
LEMO,OZP,Moron Ab,Sevilla,Spain
LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Spain
LEPP,PNA,Pamplona,Pamplona,Spain
LERS,REU,Reus,Reus,Spain
LESA,SLM,Salamanca,Salamanca,Spain
LESO,EAS,San Sebastian,San Sebastian,Spain
LEST,SCQ,Santiago,Santiago,Spain
LESU,LEU,Seo De Urgel,Seo De Urgel,Spain
LETO,TOJ,Torrejon,Madrid,Spain
LEVC,VLC,Valencia,Valencia,Spain
LEVD,VLL,Valladolid,Valladolid,Spain
LEVT,VIT,Vitoria,Vitoria,Spain
LEVX,VGO,Vigo,Vigo,Spain
LEXJ,SDR,Santander,Santander,Spain
LEZG,ZAZ,Zaragoza Ab,Zaragoza,Spain
LEZL,SVQ,Sevilla,Sevilla,Spain
LFAC,CQF,Calais Dunkerque,Calais,France
LFAT,LTQ,Le Touquet Paris Plage,Le Tourquet,France
LFBA,AGF,La Garenne,Agen,France
LFBD,BOD,Merignac,Bordeaux,France
LFBE,EGC,Roumaniere,Bergerac,France
LFBG,CNG,Chateaubernard,Cognac,France
LFBI,PIS,Biard,Poitiers,France
LFBK,MCU,Montlucon Gueret,Montlucon-Gueret,France
LFBL,LIG,Bellegarde,Limoges,France
LFBN,NIT,Souche,Niort,France
LFBO,TLS,Blagnac,Toulouse,France
LFBP,PUF,Pau Pyrenees,Pau,France
LFBR,LRH,Lherm,La Rochelle,France
LFBT,LDE,Lourdes,Tarbes,France
LFBU,ANG,Brie Champniers,Angouleme,France
LFBV,BVE,La Roche,Brive,France
LFBX,PGX,Bassillac,Perigueux,France
LFBZ,BIQ,Anglet,Biarritz-Bayonne,France
LFCH,XAC,La Teste De Buch,Arcachon,France
LFCI,LBI,Le Sequestre,Albi,France
LFCK,DCM,Mazamet,Castres,France
LFCR,RDZ,Marcillac,Rodez,France
LFCY,RYN,Medis,Royan,France
LFDN,RCO,St Agnant,Rochefort,France
LFGA,CMR,Houssen,Colmar,France
LFGJ,DLE,Tavaux,Dole,France
LFHO,OBS,Vals Lanas,Aubenas-Vals-Lanas,France
LFHP,LPY,Loudes,Le Puy,France
LFHS,XBK,Ceyzeriat,Bourg,France
LFHV,XVF,Tarare,Vilefrance,France
LFHY,XMU,Montbeugny,Moulins,France
LFJL,ETZ,Metz Nancy Lorraine,Metz,France
LFKB,BIA,Poretta,Bastia,Corse Isl.
LFKC,CLY,Saint Catherine,Calvi,Corse Isl.
LFKF,FSC,Sud Corse,Figari,Corse Isl.
LFKJ,AJA,Campo Dell Oro,Ajaccio,Corse Isl.
LFKS,SOZ,Solenzara,Solenzara,Corse Isl.
LFLA,AUF,Branches,Auxerre,France
LFLB,CMF,Aix Les Bains,Chambery,France
LFLC,CFE,Auvergne,Clermont Ferrand,France
LFLD,BOU,Bourges,Bourges,France
LFLH,XCD,Champforgeuil,Chalon,France
LFLI,QNJ,Annemasse,Annemasse,France
LFLL,LYS,Saint Exupery,Lyon,France
LFLM,QNX,Charnay,Macon,France
LFLO,RNE,Renaison,Roanne,France
LFLP,NCY,Meythet,Annecy,France
LFLS,GNB,Saint Geoirs,Grenoble,France
LFLT,MCU,Domerat,Montlucon,France
LFLU,VAF,Chabeuil,Valence,France
LFLV,VHY,Charmeil,Vichy,France
LFLW,AUR,Aurillac,Aurillac,France
LFLX,CHR,Deols,Chateauroux,France
LFLY,LYN,Bron,Lyon,France
LFMA,QXB,Aix Les Milles,Aix-Les-Milles,France
LFMD,CEQ,Mandelieu,Cannes,France
LFMH,EBU,Boutheon,St.-Etienne,France
LFMK,CCF,Salvaza,Carcassonne,France
LFML,MRS,Provence,Marseille,France
LFMN,NCE,Cote D Azur,Nice,France
LFMP,PGF,Rivesaltes,Perpignan,France
LFMQ,CTT,Le Castellet,Le Castellet,France
LFMT,MPL,Mediterranee,Montpellier,France
LFMU,BZR,Vias,Beziers,France
LFMV,AVN,Caumont,Avignon,France
LFNB,MEN,Brenoux,Mende,France
LFOB,BVA,Tille,Beauvais,France
LFOH,LEH,Octeville,Le Havre,France
LFOJ,ORE,Bricy,Orleans,France
LFOP,URO,Vallee De Seine,Rouen,France
LFOT,TUF,Val De Loire,Tours,France
LFOU,CET,Le Pontreau,Cholet,France
LFOV,LVA,Entrammes,Laval,France
LFPB,LBG,Le Bourget,Paris,France
LFPC,CSF,Creil,Creil,France
LFPG,CDG,Charles De Gaulle,Paris,France
LFPN,TNF,Toussus Le Noble,Toussous-Le-Noble,France
LFPO,ORY,Orly,Paris,France
LFPT,POX,Cormeilles En Vexin,Pontoise,France
LFQB,QYR,Barberey,Troyes,France
LFQG,NVS,Fourchambault,Nevers,France
LFQQ,LIL,Lesquin,Lille,France
LFRB,BES,Guipavas,Brest,France
LFRC,CER,Maupertus,Cherbourg,France
LFRD,DNR,Pleurtuit,Dinard,France
LFRG,DOL,St Gatien,Deauville,France
LFRH,LRT,Lann Bihoue,Lorient,France
LFRI,EDM,Les Ajoncs,La Roche-Sur-Yon,France
LFRK,CFR,Carpiquet,Caen,France
LFRM,LME,Arnage,Le Mans,France
LFRN,RNS,St Jacques,Rennes,France
LFRO,LAI,Lannion,Lannion,France
LFRQ,UIP,Pluguffan,Quimper,France
LFRS,NTE,Nantes Atlantique,Nantes,France
LFRT,SBK,Armor,St.-Brieuc Armor,France
LFRU,MXN,Ploujean,Morlaix,France
LFRV,VNE,Meucon,Vannes,France
LFRZ,SNR,Montoir,St.-Nazaire,France
LFSB,MLH,Bale Mulhouse,Mulhouse,France
LFSD,DIJ,Longvic,Dijon,France
LFSF,MZM,Frescaty,Metz,France
LFSG,EPL,Mirecourt,Epinal,France
LFSN,ENC,Essey,Nancy,France
LFSR,RHE,Champagne,Reims,France
LFST,SXB,Entzheim,Strassbourg,France
LFTH,TLN,Hyeres,Hyeres,France
LFTW,FNI,Garons,Nimes,France
LFVP,FSP,St Pierre,St.-Pierre,St. Pierre & Miquelon
LGAD,PYR,Andravida,Andravida,Greece
LGAG,AGQ,Agrinion,Agrinion,Greece
LGAL,AXD,Dimokritos,Alexandroupolis,Greece
LGAT,HEW,Athinai,Athens,Greece
LGBL,VOL,Nea Anchialos,Nea Anghialos,Greece
LGHI,JKH,Chios,Chios,Greece
LGIO,IOA,Ioannina,Ioannina,Greece
LGIR,HER,Nikos Kazantzakis,Heraklion,Greece
LGKA,KSO,Aristotelis,Kastoria,Greece
LGKC,KIT,Kithira,Kithira,Greece
LGKF,EFL,Kefallinia,Keffallinia,Greece
LGKL,KLX,Kalamata,Kalamata,Greece
LGKO,KGS,Kos,Kos,Greece
LGKP,AOK,Karpathos,Karpathos,Greece
LGKR,CFU,Ioannis Kapodistrias International,Kerkyra/Corfu,Greece
LGKS,KSJ,Kasos,Kasos,Greece
LGKV,KVA,Megas Alexandros International,Kavala,Greece
LGKZ,KZI,Filippos,Kozani,Greece
LGLE,LRS,Leros,Leros,Greece
LGLM,LXS,Limnos,Limnos,Greece
LGLR,LRA,Larisa,Larissa,Greece
LGMK,JMK,Mikonos,Mykonos,Greece
LGMT,MJT,Mitilini,Mytilini,Greece
LGPZ,PVK,Aktio,Preveza,Greece
LGRP,RHO,Diagoras,Rhodos,Greece
LGRX,GPA,Araxos,Patras,Greece
LGSA,CHQ,Souda,Chania,Greece
LGSK,JSI,Skiathos,Skiathos,Greece
LGSM,SMI,Samos,Samos,Greece
LGSR,JTR,Santorini,Santorini,Greece
LGST,JSH,Sitia,Sitia,Greece
LGSY,SKU,Skyros,Skiros,Greece
LGTS,SKG,Makedonia,Thessaloniki,Greece
LGZA,ZTH,Zakinthos Dionysios Solomos,Zakynthos,Greece
LHBP,BUD,Ferihegy,Budapest,Hungary
LHDC,DEB,Debrecen,Debrecen,Hungary
LIBC,CRV,Crotone,Crotone,Italy
LIBD,BRI,Palese Macchie,Bari,Italy
LIBF,FOG,Gino Lisa,Foggia,Italy
LIBG,TAR,Grottaglie,Grottaglie,Italy
LIBN,LCC,Lecce,Lecce,Italy
LIBP,PSR,Pescara,Pescara,Italy
LIBR,BDS,Casale,Brindisi,Italy
LICA,SUF,Lamezia Terme,Lamezia,Italy
LICC,CTA,Catania Fontanarossa,Catania,Italy
LICD,LMP,Lampedusa,Lampedusa,Italy
LICG,PNL,Pantelleria,Pantelleria,Italy
LICJ,PMO,Palermo,Palermo,Italy
LICP,PMO,Boccadifalco,Palermo,Italy
LICR,REG,Reggio Calabria,Reggio Calabria,Italy
LICT,TPS,Trapani Birgi,Trapani,Italy
LICZ,NSY,Sigonella,Sigonella,Italy
LIEA,AHO,Alghero,Alghero,Italy
LIED,DCI,Decimomannu,Decimomannu,Italy
LIEE,CAG,Elmas,Cagliari,Italy
LIEO,OLB,Olbia Costa Smeralda,Olbia,Italy
LIET,TTB,Tortoli,Tortoli,Italy
LIMC,MXP,Malpensa,Milano,Italy
LIME,BGY,Bergamo Orio Al Serio,Bergamo,Italy
LIMF,TRN,Torino,Torino,Italy
LIMG,ALL,Albenga,Albenga,Italy
LIMJ,GOA,Genova Sestri,Genoa,Italy
LIML,LIN,Linate,Milan,Italy
LIMP,PMF,Parma,Parma,Italy
LIMS,QPZ,Piacenza,Piacenza,Italy
LIMZ,CUF,Levaldigi,Levaldigi,Italy
LIPA,AVB,Aviano Ab,Aviano,Italy
LIPB,BZO,Bolzano,Bolzano,Italy
LIPE,BLQ,Bologna,Bologna,Italy
LIPH,TSF,Treviso,Treviso,Italy
LIPK,FRL,Forli,Forli,Italy
LIPO,VBS,Montichiari,Montichiari,Italy
LIPQ,TRS,Ronchi Dei Legionari,Ronchi De Legionari,Italy
LIPR,RMI,Rimini,Rimini,Italy
LIPT,VIC,Vicenza,Vicenza,Italy
LIPU,QPA,Padova,Padova,Italy
LIPX,VRN,Villafranca,Villafranca,Italy
LIPZ,VCE,Venezia Tessera,Venice,Italy
LIQS,SAY,Ampugnano,Siena,Italy
LIRA,CIA,Ciampino,Rome,Italy
LIRF,FCO,Fiumicino,Rome,Italy
LIRJ,EBA,Marina Di Campo,Marina Di Campo,Italy
LIRL,QLT,Latina,Latina,Italy
LIRN,NAP,Capodichino,Naples,Italy
LIRP,PSA,Pisa,Pisa,Italy
LIRQ,FLR,Peretola,Firenze,Italy
LIRS,GRS,Grosseto,Grosseto,Italy
LIRZ,PEG,Perugia,Perugia,Italy
LJLJ,LJU,Ljubljana,Ljubliana,Slovenia
LJMB,MBX,Maribor,Maribor,Slovenia
LJPZ,POW,Portoroz,Portoroz,Slovenia
LKKV,KLV,Karlovy Vary,Karlovy Vary,Czech Republic
LKMT,OSR,Mosnov,Ostrava,Czech Republic
LKPD,PED,Pardubice,Pardubice,Czech Republic
LKPO,PRV,Prerov,Prerov,Czech Republic
LKPR,PRG,Ruzyne,Prague,Czech Republic
LKTB,BRQ,Turany,Turany,Czech Republic
LLBG,TLV,Ben Gurion,Tel-Aviv,Israel
LLBS,BEV,Teyman,Beer-Sheba,Israel
LLET,ETH,Eilat,Elat,Israel
LLHA,HFA,Haifa,Haifa,Israel
LLIB,RPN,Mahanaim I Ben Yaakov,Rosh Pina,Israel
LLJR,JRS,Jerusalem/Atarot,Jerusalem,Israel
LLMZ,MTZ,Bar Yehuda,Metzada,Israel
LLOV,VDA,Ovda,Ovda,Israel
LLSD,SDV,Sde Dov,Tel-Aviv,Israel
LMML,MLA,Luqa,Malta,Malta
LOWG,GRZ,Graz Mil/Civ,Graz,Austria
LOWI,INN,Innsbruck,Innsbruck,Austria
LOWK,KLU,Klagenfurt(Aus-Afb),Klagenfurt,Austria
LOWL,LNZ,Horsching International Airport (Aus - Afb),Linz,Austria
LOWS,SZG,Salzburg,Salzburg,Austria
LOWW,VIE,Schwechat,Vienna,Austria
LPAZ,SMA,Santa Maria,Santa Maria (Island),Acores
LPBG,BGC,Braganca,Braganca,Acores
LPFL,FLW,Flores,Flores (Flores Isl.),Acores
LPFR,FAO,Faro,Faro,Acores
LPGR,GRW,Graciosa,Graciosa Island,Acores
LPHR,HOR,Horta,Horta,Acores
LPLA,TER,Lajes,Lajes (Terceira Island),Acores
LPPD,PDL,Ponta Delgada,Ponta Delgada,Acores
LPPI,PIX,Pico,Pico,Acores
LPPR,OPO,Porto,Porto,Acores
LPPS,PXO,Porto Santo,Porto Santo,Madeira
LPPT,LIS,Lisboa,Lisbon,Portugal
LPSJ,SJZ,Sao Jorge,Sao Jorge Island,Acores
LPVR,VRL,Vila Real,Vila Real,Acores
LQMO,OMO,Mostar,Mostar,Bosnia-Hercegovina
LQSA,SJJ,Sarajevo,Sarajevo,Bosnia-Hercegovina
LRAR,ARW,Arad,Arad,Romania
LRBC,BCM,Bacau,Bacau,Romania
LRBM,BAY,Tautii Magheraus,Baia Mare,Romania
LRBS,BBU,Baneasa,Bucharest,Romania
LRCK,CND,Mihail Kogalniceanu,Constanta,Romania
LRCL,CLJ,Someseni,Cluj-Napoca,Romania
LRCS,CSB,Caransebes,Caransebes,Romania
LRCV,CRA,Craiova,Craiova,Romania
LRIA,IAS,Iasi,Iasi,Romania
LROD,OMR,Oradea,Oradea,Romania
LROP,OTP,Otopeni,Bucharest,Romania
LRSB,SBZ,Sibiu,Sibiu,Romania
LRSM,SUJ,Satu Mare,Satu Mare,Romania
LRSV,SCV,Salcea,Suceava,Romania
LRTC,TCE,Cataloi,Tulcea,Romania
LRTM,TGM,Vidrasau,Tirgu Mures,Romania
LRTR,TSR,Giarmata,Timisoara,Romania
LSGG,GVA,Geneva Cointrin,Geneva,Switzerland
LSGS,SIR,Sion,Sion,Switzerland
LSZA,LUG,Lugano,Lugano,Switzerland
LSZB,BRN,Bern Belp,Bern,Switzerland
LSZH,ZRH,Zurich,Zurich,Switzerland
LSZR,ACH,St Gallen Altenrhein,Altenrhein,Switzerland
LSZS,SMV,Samedan,Samedan,Switzerland
LTAC,ESB,Esenboga,Ankara,Turkey
LTAD,ANK,Etimesgut,Ankara,Turkey
LTAF,ADA,Adana,Adana,Turkey
LTAG,ADA,Incirlik Ab,Adana,Turkey
LTAH,AFY,Afyon,Afyon,Turkey
LTAI,AYT,Antalya,Antalya,Turkey
LTAJ,GZT,Oguzeli,Gaziantep,Turkey
LTAN,KYA,Konya,Konya,Turkey
LTAP,MZH,Merzifon,Merzifon,Turkey
LTAQ,SSX,Samsun Airport,Samsun,Turkey
LTAR,VAS,Sivas,Sivas,Turkey
LTAT,MLX,Erhac,Malatya,Turkey
LTAU,ASR,Erkilet,Kayseri,Turkey
LTAY,DNZ,Cardak,Denizli,Turkey
LTBA,IST,Ataturk,Istanbul,Turkey
LTBE,BTZ,Bursa,Bursa,Turkey
LTBF,BZI,Balikesir,Balikesir,Turkey
LTBG,BDM,Bandirma,Bandirma,Turkey
LTBI,ESK,Eskisehir,Eskisehir,Turkey
LTBJ,ADB,Adnan Menderes,Izmir,Turkey
LTBL,IGL,Cigli,Izmir,Turkey
LTBS,DLM,Dalaman,Dalaman,Turkey
LTCA,EZS,Elazig,Elazig,Turkey
LTCC,DIY,Diyarbakir,Diyabakir,Turkey
LTCD,ERC,Erzincan,Erzincan,Turkey
LTCE,ERZ,Erzurum,Erzurum,Turkey
LTCG,TZX,Trabzon,Trabzon,Turkey
LTCI,VAN,Van,Van,Turkey
LTCJ,BAL,Batman,Batman,Turkey
LUKK,KIV,Chisinau,Kichinau Fir/Acc/Com,Moldova
LWOH,OHD,Ohrid,Ohrid,Former Macedonia
LWSK,SKP,Skopje,Skopje,Former Macedonia
LXGB,GIB,Gibraltar,Gibraltar,Gibraltar
LYBE,BEG,Beograd,Beograd,Yugoslavia
LYPG,TGD,Podgorica,Podgorica,Yugoslavia
